"","id10","N","dec10","grp10","anio","comuna"
"11499","N832",1,"Otros quistes ovaricos y los no especificados","",2004,"Puchuncavi"
"11500","N921",3,"Menstruacion excesiva y frecuente con ciclo irregular","",2004,"Puchuncavi"
"11501","N924",1,"Hemorragia excesiva en periodo premenopausico","",2004,"Puchuncavi"
"11502","N949",1,"Afecciones no especificadas asociadas con los organos genitales femeninos y el ciclo menstrual","",2004,"Puchuncavi"
"11503","N979",1,"Infertilidad femenina, no especificada","",2004,"Puchuncavi"
"11504","O009",2,"Embarazo ectopico, no especificado","",2004,"Puchuncavi"
"11505","O021",4,"Aborto retenido","",2004,"Puchuncavi"
"11506","O028",1,"Otros productos anormales especificados de la concepcion","",2004,"Puchuncavi"
"11507","O029",1,"Producto anormal de la concepcion, no especificado","",2004,"Puchuncavi"
"11508","O030",4,"Aborto espontaneo: incompleto, complicado con infeccion genital y pelviana","",2004,"Puchuncavi"
"11509","O034",2,"Aborto espontaneo: incompleto, sin complicacion","",2004,"Puchuncavi"
"11510","O064",4,"Aborto no especificado: incompleto, sin complicacion","",2004,"Puchuncavi"
"11511","O069",6,"Aborto no especificado: completo o no especificado, sin complicacion","",2004,"Puchuncavi"
"11512","O089",1,"Complicacion no especificada consecutiva al aborto, al embarazo ectopico y al embarazo molar","",2004,"Puchuncavi"
"11513","O149",1,"Preeclampsia, no especificada","",2004,"Puchuncavi"
"11514","O152",1,"Preeclampsia en el puerperio","",2004,"Puchuncavi"
"11515","O200",19,"Amenaza de aborto","",2004,"Puchuncavi"
"11516","O210",2,"Hiperemesis gravidica leve","",2004,"Puchuncavi"
"11517","O234",5,"Infeccion no especificada de las vias urinarias en el embarazo","",2004,"Puchuncavi"
"11518","O239",3,"Otras infeccion y las no especificadas de las vias genitourinarias en el embarazo","",2004,"Puchuncavi"
"11519","O244",4,"Diabetes mellitus que se origina en el embarazo","",2004,"Puchuncavi"
"11520","O268",2,"Otras complicaciones especificadas relacionadas con el embarazo","",2004,"Puchuncavi"
"11521","O269",5,"Complicacion relacionada con el embarazo, no especificada","",2004,"Puchuncavi"
"11522","O339",1,"Atencion materna por desproporcion de origen no especificado","",2004,"Puchuncavi"
"11523","O342",1,"Atencion materna por cicatriz uterina debida a cirugia previa","",2004,"Puchuncavi"
"11524","O360",1,"Atencion materna por isoinmunizacion rhesus","",2004,"Puchuncavi"
"11525","O460",1,"Hemorragia anteparto con defecto de la coagulacion","",2004,"Puchuncavi"
"11526","O469",2,"Hemorragia anteparto, no especificada","",2004,"Puchuncavi"
"11527","O470",35,"Falso trabajo de parto antes de la 37 semanas completas de gestacion","",2004,"Puchuncavi"
"11528","O471",1,"Falso trabajo de parto antes de la 37 y mas semanas completas de gestacion","",2004,"Puchuncavi"
"11529","O479",8,"Falso trabajo de parto sin otra especificacion","",2004,"Puchuncavi"
"11530","O620",1,"Contracciones primarias inadecuadas","",2004,"Puchuncavi"
"11531","O621",1,"Inercia uterina secundaria","",2004,"Puchuncavi"
"11532","O622",1,"Otras inercias uterinas","",2004,"Puchuncavi"
"11533","O641",1,"Trabajo de parto obstruido debido a presentacion de nalgas","",2004,"Puchuncavi"
"11534","O655",2,"Trabajo de parto obstruido debido a anomalias de los organos pelvianos maternos","",2004,"Puchuncavi"
"11535","O662",1,"Trabajo de parto obstruido debido a distocia por feto inusualmente grande","",2004,"Puchuncavi"
"11536","O669",2,"Trabajo de parto obstruido, sin otra especificacion","",2004,"Puchuncavi"
"11537","O756",1,"Retraso del parto despues de la ruptura espontanea o no especificada de las membranas","",2004,"Puchuncavi"
"11538","O809",74,"Parto unico espontaneo, sin otra especificacion","",2004,"Puchuncavi"
"11539","O829",39,"Parto por cesarea, sin otra especificacion","",2004,"Puchuncavi"
"11540","O842",1,"Parto multiple, todos por cesarea","",2004,"Puchuncavi"
"11541","O899",1,"Complicacion no especificada de la anestesia administrada durante el trabajo puerperio","",2004,"Puchuncavi"
"11542","O983",1,"Otras infecciones con un modo de transmision predominante sexual que complican el embarazo, el parto y el puerperio","",2004,"Puchuncavi"
"11543","O988",2,"Otras enfermedades infecciosas y parasitarias maternas que complican el embarazo, el parto y el puerperio","",2004,"Puchuncavi"
"11544","P071",3,"Otro peso bajo al nacer","",2004,"Puchuncavi"
"11545","P073",1,"Otros recien nacidos pretermino","",2004,"Puchuncavi"
"11546","P220",1,"Sindrome de dificultad respiratoria del recien nacido","",2004,"Puchuncavi"
"11547","P239",1,"Neumonia congenita, organismo no especificado","",2004,"Puchuncavi"
"11548","P551",1,"Incompatibilidad abo del feto y del recien nacido","",2004,"Puchuncavi"
"11549","P593",1,"Ictericia neonatal por inhibidor de la leche materna","",2004,"Puchuncavi"
"11550","P599",4,"Ictericia neonatal, no especificada","",2004,"Puchuncavi"
"11551","P969",1,"Afeccion no especificada originada en el periodo perinatal","",2004,"Puchuncavi"
"11552","Q039",1,"Hidrocefalo congenito, no especificado","",2004,"Puchuncavi"
"11553","Q042",1,"Holoprosencefalia","",2004,"Puchuncavi"
"11554","Q210",1,"Defecto del tabique ventricular","",2004,"Puchuncavi"
"11555","Q213",1,"Tetralogia de fallot","",2004,"Puchuncavi"
"11556","Q381",1,"Anquiloglosia","",2004,"Puchuncavi"
"11557","Q431",1,"Enfermedad de hirschsprung","",2004,"Puchuncavi"
"11558","Q505",1,"Quiste embrionario del ligamento ancho","",2004,"Puchuncavi"
"11559","Q539",5,"Testiculo no descendido, sin otra especificacion","",2004,"Puchuncavi"
"11560","Q668",1,"Otras deformidades congenitas de los pies","",2004,"Puchuncavi"
"11561","Q675",1,"Deformidad congenita de la columna vertebral","",2004,"Puchuncavi"
"11562","Q676",1,"Torax excavado","",2004,"Puchuncavi"
"11563","Q688",1,"Otras deformidades congenitas osteomusculares, especificadas","",2004,"Puchuncavi"
"11564","Q743",1,"Artrogriposis multiple congenita","",2004,"Puchuncavi"
"11565","R040",1,"Epistaxis","",2004,"Puchuncavi"
"11566","R068",1,"Otras anormalidades de la respiracion y las no especificadas","",2004,"Puchuncavi"
"11567","R073",1,"Otros dolores en el pecho","",2004,"Puchuncavi"
"11568","R102",2,"Dolor pelvico y perineal","",2004,"Puchuncavi"
"11569","R104",4,"Otros dolores abdominales y los no especificados","",2004,"Puchuncavi"
"11570","R190",1,"Tumefaccion, masa o prominencia intraabdominal y pelvica","",2004,"Puchuncavi"
"11571","R410",1,"Desorientacion no especificada","",2004,"Puchuncavi"
"11572","R509",5,"Fiebre, no especificada","",2004,"Puchuncavi"
"11573","R568",3,"Otras convulsiones y las no especificadas","",2004,"Puchuncavi"
"11574","R688",1,"Otros sintomas y signos generales especificados","",2004,"Puchuncavi"
"11575","S009",3,"Traumatismo superficial de la cabeza, parte no especificada","",2004,"Puchuncavi"
"11576","S011",1,"Herida del parpado y de la region periocular","",2004,"Puchuncavi"
"11577","S012",1,"Herida de la nariz","",2004,"Puchuncavi"
"11578","S020",1,"Fractura de la boveda del craneo","",2004,"Puchuncavi"
"11579","S026",1,"Fractura del maxilar inferior","",2004,"Puchuncavi"
"11580","S040",1,"Traumatismo del nervio optico [ii par] y de las vias opticas","",2004,"Puchuncavi"
"11581","S068",1,"Otros traumatismos intracraneales","",2004,"Puchuncavi"
"11582","S069",5,"Traumatismo intracraneal, no especificado","",2004,"Puchuncavi"
"11583","S092",1,"Ruptura traumatica del timpano del oido","",2004,"Puchuncavi"
"11584","S100",1,"Contusion de la garganta","",2004,"Puchuncavi"
"11585","S134",1,"Esguinces y torceduras de la columna cervical","",2004,"Puchuncavi"
"11586","S219",1,"Heridas del torax, parte no especificada","",2004,"Puchuncavi"
"11587","S307",1,"Traumatismos superficiales multiples del abdomen, de la region lumbosacra y de la pelvis","",2004,"Puchuncavi"
"11588","S370",1,"Traumatismo del riñon","",2004,"Puchuncavi"
"11589","S422",1,"Fractura de la epifisis superior del humero","",2004,"Puchuncavi"
"11590","S423",1,"Fractura de la diafisis del humero","",2004,"Puchuncavi"
"11591","S424",1,"Fractura de la epifisis inferior del humero","",2004,"Puchuncavi"
"11592","S430",1,"Luxacion de la articulacion del hombro","",2004,"Puchuncavi"
"11593","S528",2,"Fractura de otras partes del antebrazo","",2004,"Puchuncavi"
"11594","S529",1,"Fractura del antebrazo, parte no especificada","",2004,"Puchuncavi"
"11595","S626",1,"Fractura de otro dedo de la mano","",2004,"Puchuncavi"
"11596","S682",1,"Amputacion traumatica de dos o mas dedos solamente (completa) (parcial)","",2004,"Puchuncavi"
"11597","S720",3,"Fractura del cuello del femur","",2004,"Puchuncavi"
"11598","S729",1,"Fractura del femur, parte no especificada","",2004,"Puchuncavi"
"11599","S761",1,"Traumatismo del tendon y musculo cuadriceps","",2004,"Puchuncavi"
"11600","S820",1,"Fractura de la rotula","",2004,"Puchuncavi"
"11601","S822",1,"Fractura de la diafisis de la tibia","",2004,"Puchuncavi"
"11602","S828",3,"Fractura de otras partes de la pierna","",2004,"Puchuncavi"
"11603","S829",1,"Fractura de la pierna, parte no especificada","",2004,"Puchuncavi"
"11604","S836",1,"Esguinces y torceduras de otras partes y las no especificadas de la rodilla","",2004,"Puchuncavi"
"11605","S913",1,"Heridas de otras partes del pie","",2004,"Puchuncavi"
"11606","S924",1,"Fractura de los huesos del dedo gordo del pie","",2004,"Puchuncavi"
"11607","S925",1,"Fractura de los huesos de otro(s) dedo(s) del pie","",2004,"Puchuncavi"
"11608","S930",1,"Luxacion de la articulacion del tobillo","",2004,"Puchuncavi"
"11609","T009",10,"Traumatismos superficiales multiples, no especificados","",2004,"Puchuncavi"
"11610","T099",1,"Traumatismo no especificado del tronco, nivel no especificado","",2004,"Puchuncavi"
"11611","T240",1,"Quemadura de la cadera y del miembro inferior, grado no especificado, excepto tobillo y pie","",2004,"Puchuncavi"
"11612","T290",1,"Quemaduras de multiples regiones, grado no especificado","",2004,"Puchuncavi"
"11613","T300",2,"Quemadura de region del cuerpo y grado no especificados","",2004,"Puchuncavi"
"11614","T301",1,"Quemadura de primer grado, region del cuerpo no especificada","",2004,"Puchuncavi"
"11615","T311",1,"Quemaduras que afectan del 10% al 19% de la superficie del cuerpo","",2004,"Puchuncavi"
"11616","T509",7,"Envenenamiento por diureticos y otras drogas, medicamentos y sustancias biologicas no especificadas: otras drogas y sustancias biologicas, y las no especificadas","",2004,"Puchuncavi"
"11617","T633",1,"Efecto toxico del contacto con animales venenosos: veneno de arañas","",2004,"Puchuncavi"
"11618","T793",1,"Infeccion postraumatica de herida, no clasificada en otra parte","",2004,"Puchuncavi"
"11619","T814",3,"Infeccion consecutiva a procedimiento, no clasificada en otra parte","",2004,"Puchuncavi"
"11620","T817",1,"Complicaciones vasculares consecutivas a procedimientos, no clasificadas en otra parte","",2004,"Puchuncavi"
"11621","T842",1,"Complicacion mecanica de dispositivo de fijacion interna de otros huesos","",2004,"Puchuncavi"
"11622","T902",1,"Secuelas de fractura del craneo y de huesos faciales","",2004,"Puchuncavi"
"11623","T952",1,"Secuelas de quemadura, corrosion y congelamiento de miembro superior","",2004,"Puchuncavi"
"11624","T959",1,"Secuelas de quemadura, corrosion y congelamiento no especificados","",2004,"Puchuncavi"
"11625","Z014",1,"Examen ginecologico (general) (de rutina)","",2004,"Puchuncavi"
"11626","Z302",1,"Esterilizacion","",2004,"Puchuncavi"
"11627","Z305",1,"Supervision del uso de dispositivo anticonceptivo (intrauterino)","",2004,"Puchuncavi"
"11628","Z352",1,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva","",2004,"Puchuncavi"
"11629","Z359",2,"Supervision de embarazo de alto riesgo, sin otra especificacion","",2004,"Puchuncavi"
"11630","Z390",5,"Atencion y examen inmediatamente despues del parto","",2004,"Puchuncavi"
"11631","Z392",24,"Seguimiento postparto, de rutina","",2004,"Puchuncavi"
"11632","Z430",1,"Atencion de traqueostomia","",2004,"Puchuncavi"
"11633","Z450",1,"Asistencia y ajuste de marcapaso cardiaco","",2004,"Puchuncavi"
"11634","Z470",3,"Cuidados posteriores a la extraccion de placa u otro dispositivo de fijacion interna en fractura","",2004,"Puchuncavi"
"11635","Z489",1,"Cuidado posterior a la cirugia, no especificado","",2004,"Puchuncavi"
"11636","Z491",1,"Dialisis extracorporea","",2004,"Puchuncavi"
"11637","Z503",1,"Rehabilitacion del drogadicto","",2004,"Puchuncavi"
"11638","Z509",2,"Atencion por procedimiento de rehabilitacion, no especificada","",2004,"Puchuncavi"
"11639","Z915",13,"Historia personal de lesion autoinfligida intencionalmente","",2004,"Puchuncavi"
"11640","A080",1,"Enteritis debida a rotavirus","",2005,"Puchuncavi"
"11641","A418",1,"Otras septicemias especificadas","",2005,"Puchuncavi"
"11642","A419",1,"Septicemia, no especificada","",2005,"Puchuncavi"
"11643","B019",1,"Varicela sin complicaciones","",2005,"Puchuncavi"
"11644","B023",1,"Herpes zoster ocular","",2005,"Puchuncavi"
"11645","B029",1,"Herpes zoster sin complicaciones","",2005,"Puchuncavi"
"11646","B159",1,"Hepatitis aguda tipo a, con coma hepatico","",2005,"Puchuncavi"
"11647","C109",1,"Tumor maligno de la orofaringe, parte no especificada","",2005,"Puchuncavi"
"11648","C169",2,"Tumor maligno del estomago, parte no especificada","",2005,"Puchuncavi"
"11649","C229",1,"Tumor maligno del higado, no especificado","",2005,"Puchuncavi"
"11650","C439",1,"Melanoma maligno de piel, sitio no especificado","",2005,"Puchuncavi"
"11651","C509",2,"Tumor maligno de la mama, parte no especificada","",2005,"Puchuncavi"
"11652","C539",12,"Tumor maligno del cuello del utero, sin otra especificacion","",2005,"Puchuncavi"
"11653","C679",1,"Tumor maligno de la vejiga urinaria, parte no especificada","",2005,"Puchuncavi"
"11654","C798",1,"Tumor maligno secundario de otros sitios especificados","",2005,"Puchuncavi"
"11655","C859",1,"Linfoma no hodgkin, no especificado","",2005,"Puchuncavi"
"11656","C910",1,"Leucemia linfoblastica aguda","",2005,"Puchuncavi"
"11657","C929",1,"Leucemia mieloide, sin otra especificacion","",2005,"Puchuncavi"
"11658","D069",3,"Carcinoma in situ del cuello del utero, parte no especificada","",2005,"Puchuncavi"
"11659","D131",1,"Tumor benigno del estomago","",2005,"Puchuncavi"
"11660","D259",5,"Leiomioma del utero, sin otra especificacion","",2005,"Puchuncavi"
"11661","D269",1,"Tumor benigno del utero, parte no especificada","",2005,"Puchuncavi"
"11662","D320",1,"Tumor benigno de las meninges cerebrales","",2005,"Puchuncavi"
"11663","D390",1,"Tumor de comportamiento incierto o desconocido del utero","",2005,"Puchuncavi"
"11664","D391",1,"Tumor de comportamiento incierto o desconocido del ovario","",2005,"Puchuncavi"
"11665","D480",2,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular","",2005,"Puchuncavi"
"11666","D486",1,"Tumor de comportamiento incierto o desconocido de la mama","",2005,"Puchuncavi"
"11667","D487",1,"Tumor de comportamiento incierto o desconocido de otros sitios especificados","",2005,"Puchuncavi"
"11668","D619",3,"Anemia aplastica, sin otra especificacion","",2005,"Puchuncavi"
"11669","D649",1,"Anemia de tipo no especificado","",2005,"Puchuncavi"
"11670","D693",1,"Purpura trombocitopenica idiopatica","",2005,"Puchuncavi"
"11671","D729",1,"Trastornos de los leucocitos, no especificado","",2005,"Puchuncavi"
"11672","D762",2,"Sindrome hemofagocitico asociado a infeccion","",2005,"Puchuncavi"
"11673","E041",1,"Nodulo tiroideo solitario no toxico","",2005,"Puchuncavi"
"11674","E042",1,"Bocio multinodular no toxico","",2005,"Puchuncavi"
"11675","E115",1,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas","",2005,"Puchuncavi"
"11676","E118",1,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas","",2005,"Puchuncavi"
"11677","E145",3,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas","",2005,"Puchuncavi"
"11678","E162",3,"Hipoglicemia , no especificada","",2005,"Puchuncavi"
"11679","E213",2,"Hiperparatiroidismo, sin otra especificacion","",2005,"Puchuncavi"
"11680","F102",4,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia","",2005,"Puchuncavi"
"11681","F105",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: trastorno psicotico","",2005,"Puchuncavi"
"11682","F130",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda","",2005,"Puchuncavi"
"11683","F209",2,"Esquizofrenia, no especificada","",2005,"Puchuncavi"
"11684","F319",1,"Trastorno afectivo bipolar, no especificado","",2005,"Puchuncavi"
"11685","F329",1,"Episodio depresivo, no especificado","",2005,"Puchuncavi"
"11686","F799",1,"Retraso mental, no especificado: deterioro del comportamiento de grado no especificado","",2005,"Puchuncavi"
"11687","G373",1,"Mielitis transversa aguda en enfermedad desmielinizante del sistema nervioso central","",2005,"Puchuncavi"
"11688","G409",1,"Epilepsia, tipo no especificado","",2005,"Puchuncavi"
"11689","G439",1,"Migraña, no especificada","",2005,"Puchuncavi"
"11690","G459",1,"Isquemia cerebral transitoria, sin otra especificacion","",2005,"Puchuncavi"
"11691","G560",1,"Sindrome del tunel carpiano","",2005,"Puchuncavi"
"11692","G939",1,"Trastorno del encefalo, no especificado","",2005,"Puchuncavi"
"11693","H001",1,"Calacio [chalazion]","",2005,"Puchuncavi"
"11694","H059",1,"Trastorno de la orbita, no especificado","",2005,"Puchuncavi"
"11695","H110",1,"Pterigion","",2005,"Puchuncavi"
"11696","H250",1,"Catarata senil incipiente","",2005,"Puchuncavi"
"11697","H264",1,"Catarata residual","",2005,"Puchuncavi"
"11698","H269",5,"Catarata, no especificada","",2005,"Puchuncavi"
"11699","H332",2,"Desprendimiento seroso de la retina","",2005,"Puchuncavi"
"11700","H409",1,"Glaucoma, no especificado","",2005,"Puchuncavi"
"11701","H604",1,"Colesteatoma del oido externo","",2005,"Puchuncavi"
"11702","H808",1,"Otras otosclerosis","",2005,"Puchuncavi"
"11703","I059",1,"Enfermedad valvular mitral, no especificada","",2005,"Puchuncavi"
"11704","I119",1,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)","",2005,"Puchuncavi"
"11705","I200",2,"Angina inestable","",2005,"Puchuncavi"
"11706","I219",7,"Infarto agudo del miocardio, sin otra especificacion","",2005,"Puchuncavi"
"11707","I251",1,"Enfermedad aterosclerotica del corazon","",2005,"Puchuncavi"
"11708","I259",2,"Enfermedad isquemia cronica del corazon, no especificada","",2005,"Puchuncavi"
"11709","I260",1,"Embolia pulmonar con mencion de corazon pulmonar agudo","",2005,"Puchuncavi"
"11710","I330",1,"Endocarditis infecciosa aguda y subaguda","",2005,"Puchuncavi"
"11711","I350",1,"Estenosis (de la valvula) aortica","",2005,"Puchuncavi"
"11712","I351",1,"Insuficiencia (de la valvula) aortica","",2005,"Puchuncavi"
"11713","I458",1,"Otros trastornos especificados de la conduccion","",2005,"Puchuncavi"
"11714","I490",1,"Fibrilacion y aleteo ventricular","",2005,"Puchuncavi"
"11715","I500",6,"Insuficiencia cardiaca congestiva","",2005,"Puchuncavi"
"11716","I509",4,"Insuficiencia cardiaca, no especificada","",2005,"Puchuncavi"
"11717","I519",1,"Enfermedad cardiaca, no especificada","",2005,"Puchuncavi"
"11718","I619",1,"Hemorragia intraencefalica, no especificada","",2005,"Puchuncavi"
"11719","I678",8,"Otras enfermedades cerebrovasculares especificadas","",2005,"Puchuncavi"
"11720","I743",1,"Embolia y trombosis de arterias de los miembros inferiores","",2005,"Puchuncavi"
"11721","I749",1,"Embolia y trombosis de arteria no especificada","",2005,"Puchuncavi"
"11722","I801",1,"Flebitis y tromboflebitis de la vena femoral","",2005,"Puchuncavi"
"11723","I829",2,"Embolia y trombosis de vena no especificada","",2005,"Puchuncavi"
"11724","I830",2,"Venas varicosas de los miembros inferiores con ulcera","",2005,"Puchuncavi"
"11725","I839",5,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion","",2005,"Puchuncavi"
"11726","I841",1,"Hemorroides internas con otras complicaciones","",2005,"Puchuncavi"
"11727","I842",1,"Hemorroides internas sin complicacion","",2005,"Puchuncavi"
"11728","I848",2,"Hemorroides no especificadas, con otras complicaciones","",2005,"Puchuncavi"
"11729","I861",2,"Varices escrotales","",2005,"Puchuncavi"
"11730","J029",2,"Faringitis aguda, no especificada","",2005,"Puchuncavi"
"11731","J039",1,"Amigdalitis aguda, no especificada","",2005,"Puchuncavi"
"11732","J040",1,"Laringitis aguda","",2005,"Puchuncavi"
"11733","J050",1,"Laringitis obstructiva, aguda [crup]","",2005,"Puchuncavi"
"11734","J121",2,"Neumonia debida a virus sincitial respiratorio","",2005,"Puchuncavi"
"11735","J129",2,"Neumonia viral, no especificada","",2005,"Puchuncavi"
"11736","J157",2,"Neumonia debida a mycoplasma pneumoniae","",2005,"Puchuncavi"
"11737","J159",1,"Neumonia bacteriana, no especificada","",2005,"Puchuncavi"
"11738","J180",1,"Bronconeumonia, no especificada","",2005,"Puchuncavi"
"11739","J181",4,"Neumonia lobar, no especificada","",2005,"Puchuncavi"
"11740","J189",33,"Neumonia, no especificada","",2005,"Puchuncavi"
"11741","J205",1,"Bronquitis aguda debida a virus sincitial respiratorio","",2005,"Puchuncavi"
"11742","J209",11,"Bronquitis aguda, no especificada","",2005,"Puchuncavi"
"11743","J210",3,"Bronquiolitis aguda debida a virus sincitial respiratorio","",2005,"Puchuncavi"
"11744","J310",1,"Rinitis cronica","",2005,"Puchuncavi"
"11745","J353",1,"Hipertrofia de las amigdalas con hipertrofia de las adenoides","",2005,"Puchuncavi"
"11746","J358",1,"Otras enfermedades cronicas de las amigdalas y de las adenoides","",2005,"Puchuncavi"
"11747","J381",1,"Polipo de las cuerdas vocales y de la laringe","",2005,"Puchuncavi"
"11748","J440",1,"Enfermedad pulmonar obstructiva cronica con infeccion aguda de las vias respiratorias inferiores","",2005,"Puchuncavi"
"11749","J448",1,"Otras enfermedades pulmonares obstructivas cronicas especificadas","",2005,"Puchuncavi"
"11750","J449",8,"Enfermedad pulmonar obstructiva cronica, no especificada","",2005,"Puchuncavi"
"11751","J459",1,"Asma, no especificada","",2005,"Puchuncavi"
"11752","J690",1,"Neumonitis debida a aspiracion de alimento o vomito","",2005,"Puchuncavi"
"11753","J841",1,"Otras enfermedades pulmonares intersticiales con fibrosis","",2005,"Puchuncavi"
"11754","J960",1,"Insuficiencia respiratoria aguda","",2005,"Puchuncavi"
"11755","J984",2,"Otros trastornos del pulmon","",2005,"Puchuncavi"
"11756","K047",2,"Absceso periapical sin fistula","",2005,"Puchuncavi"
"11757","K222",1,"Obstruccion del esofago","",2005,"Puchuncavi"
"11758","K254",1,"Ulcera gastrica cronica o no especificada, con hemorragia","",2005,"Puchuncavi"
"11759","K255",1,"Ulcera gastrica cronica o no especificada, con perforacion","",2005,"Puchuncavi"
"11760","K259",1,"Ulcera gastrica no especificada como aguda ni cronica, sin hemorragia ni perforacion","",2005,"Puchuncavi"
"11761","K291",3,"Otras gastritis agudas","",2005,"Puchuncavi"
"11762","K298",1,"Duodenitis","",2005,"Puchuncavi"
"11763","K316",1,"Fistula del estomago y del duodeno","",2005,"Puchuncavi"
"11764","K350",3,"Apendicitis aguda con peritonitis generalizada","",2005,"Puchuncavi"
"11765","K351",1,"Apendicitis aguda con absceso peritoneal","",2005,"Puchuncavi"
"11766","K359",9,"Apendicitis aguda, no especificada","",2005,"Puchuncavi"
"11767","K402",3,"Hernia inguinal bilateral, sin obstruccion ni gangrena","",2005,"Puchuncavi"
"11768","K409",15,"Hernia inguinal unilateral o no especificada, sin obstrucion ni gangrena","",2005,"Puchuncavi"
"11769","K439",3,"Hernia ventral sin obstruccion ni gangrena","",2005,"Puchuncavi"
"11770","K509",2,"Enfermedad de crohn, no especificada","",2005,"Puchuncavi"
"11771","K566",3,"Otras obstrucciones intestinales y las no especificadas","",2005,"Puchuncavi"
"11772","K579",3,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso","",2005,"Puchuncavi"
"11773","K589",1,"Sindrome del colon irritable sin diarrea","",2005,"Puchuncavi"
"11774","K610",2,"Absceso anal","",2005,"Puchuncavi"
"11775","K703",2,"Cirrosis hepatica alcoholica","",2005,"Puchuncavi"
"11776","K720",1,"Insuficiencia hepatica aguda o subaguda","",2005,"Puchuncavi"
"11777","K721",1,"Insuficiencia hepatica cronica","",2005,"Puchuncavi"
"11778","K729",2,"Insuficiencia hepatica, no especificada","",2005,"Puchuncavi"
"11779","K801",1,"Calculo de la vesicula biliar con otra colecistitis","",2005,"Puchuncavi"
"11780","K802",17,"Calculo de la vesicula biliar sin colecistitis","",2005,"Puchuncavi"
"11781","K810",2,"Colecistitis aguda","",2005,"Puchuncavi"
"11782","K822",1,"Perforacion de la vesicula biliar","",2005,"Puchuncavi"
"11783","K920",6,"Hematemesis","",2005,"Puchuncavi"
"11784","L020",1,"Absceso cutaneo, furunculo y antrax de la cara","",2005,"Puchuncavi"
"11785","L023",1,"Absceso cutaneo, furunculo y antrax de gluteos","",2005,"Puchuncavi"
"11786","L031",5,"Celulitis de otras partes de los miembros","",2005,"Puchuncavi"
"11787","L032",1,"Celulitis de la cara","",2005,"Puchuncavi"
"11788","L042",1,"Linfadenitis aguda del miembro superior","",2005,"Puchuncavi"
"11789","L059",1,"Quiste pilonidal sin absceso","",2005,"Puchuncavi"
"11790","L080",1,"Pioderma","",2005,"Puchuncavi"
"11791","L089",1,"Infeccion local de la piel y del tejido subcutaneo, no especificada","",2005,"Puchuncavi"
"11792","L720",1,"Quiste epidermico","",2005,"Puchuncavi"
"11793","L729",1,"Quiste folicular de la piel y del tejido subcutaneo, sin otra especificacion","",2005,"Puchuncavi"
"11794","M160",1,"Coxartrosis primaria, bilateral","",2005,"Puchuncavi"
"11795","M161",1,"Otras coxartrosis primarias","",2005,"Puchuncavi"
"11796","M169",1,"Coxartrosis, no especificada","",2005,"Puchuncavi"
"11797","M179",1,"Gonartrosis, no especificada","",2005,"Puchuncavi"
"11798","M224",1,"Condromalacia de la rotula","",2005,"Puchuncavi"
"11799","M228",1,"Otros trastornos de la rotula","",2005,"Puchuncavi"
"11800","M232",2,"Trastorno del menisco debido a desgarro o lesion antigua","",2005,"Puchuncavi"
"11801","M233",1,"Otros trastornos de los meniscos","",2005,"Puchuncavi"
"11802","M239",4,"Trastornos interno de la rodilla, no especificado","",2005,"Puchuncavi"
"11803","M255",2,"Dolor en articulacion","",2005,"Puchuncavi"
"11804","M430",1,"Espondilolisis","",2005,"Puchuncavi"
"11805","M478",1,"Otras espondilosis","",2005,"Puchuncavi"
"11806","M512",2,"Otros desplazamientos especificados de disco intervertebral","",2005,"Puchuncavi"
"11807","M704",1,"Otras bursitis prerrotulianas","",2005,"Puchuncavi"
"11808","M750",1,"Capsulitis adhesiva del hombro","",2005,"Puchuncavi"
"11809","M751",1,"Sindrome de manguito rotatorio","",2005,"Puchuncavi"
"11810","M769",1,"Entesopatia del miembro inferior, no especificada","",2005,"Puchuncavi"
"11811","M856",1,"Otros quistes oseos","",2005,"Puchuncavi"
"11812","M866",1,"Otras osteomielitis cronicas","",2005,"Puchuncavi"
"11813","N179",1,"Insuficiencia renal aguda, no especificada","",2005,"Puchuncavi"
"11814","N189",5,"Insuficiencia renal cronica, no especificada","",2005,"Puchuncavi"
"11815","N201",2,"Calculo del ureter","",2005,"Puchuncavi"
"11816","N390",7,"Infeccion de vias urinarias, sitio no especificado","",2005,"Puchuncavi"
"11817","N481",1,"Balanopostitis","",2005,"Puchuncavi"
"11818","N508",2,"Otros trastornos especificados de los organos genitales masculinos","",2005,"Puchuncavi"
"11819","N600",4,"Quiste solitario de la mama","",2005,"Puchuncavi"
"11820","N700",1,"Salpingitis y ooforitis aguda","",2005,"Puchuncavi"
"11821","N719",2,"Enfermedad inflamatoria del utero, no especificadas","",2005,"Puchuncavi"
