"","id10","N","dec10","grp10","anio"
"9238","M430",1,"Espondilolisis","",2016
"9239","M480",2,"Estenosis espinal","",2016
"9240","M508",1,"Otros trastornos del disco cervical","",2016
"9241","M512",13,"Otros desplazamientos especificados de disco intervertebral","",2016
"9242","M518",1,"Otros trastornos especificados de los discos intervertebrales","",2016
"9243","M519",4,"Trastornos de los discos intervertebrales, no especificado","",2016
"9244","M541",1,"Radiculopatia","",2016
"9245","M542",1,"Cervicalgia","",2016
"9246","M543",1,"Ciatica","",2016
"9247","M544",2,"Lumbago con ciatica","",2016
"9248","M545",4,"Lumbago no especificado","",2016
"9249","M549",1,"Dorsalgia, no especificada","",2016
"9250","M629",1,"Trastorno muscular, no especificado","",2016
"9251","M662",1,"Ruptura espontanea de tendones extensores","",2016
"9252","M664",1,"Ruptura espontanea de otros tendones","",2016
"9253","M673",1,"Sinovitis transitoria","",2016
"9254","M679",1,"Hipertrofia sinovial y tendinoso, no especificado","",2016
"9255","M707",2,"Otras bursitis de la cadera","",2016
"9256","M719",2,"Bursopatia, no especificada","",2016
"9257","M722",1,"Fibromatosis de la aponeurosis plantar","",2016
"9258","M750",1,"Capsulitis adhesiva del hombro","",2016
"9259","M751",8,"Sindrome de manguito rotatorio","",2016
"9260","M766",1,"Tendinitis aquiliana","",2016
"9261","M770",2,"Epicondilitis media","",2016
"9262","M771",1,"Epicondilitis lateral","",2016
"9263","M795",1,"Cuerpo extraño residual en tejido blando","",2016
"9264","M840",1,"Consolidacion defectuosa de fractura","",2016
"9265","M865",1,"Otras osteomielitis hematogenas cronicas","",2016
"9266","M868",3,"Otras osteomielitis","",2016
"9267","M869",1,"Osteomielitis, no especificada","",2016
"9268","M892",1,"Otros trastornos del desarrollo y crecimiento oseo","",2016
"9269","M911",1,"Osteocondrosis juvenil de la cabeza del femur [legg","",2016
"9270","M939",1,"Osteocondropatia, no especificada","",2016
"9271","M950",1,"Deformidad adquirida de la nariz","",2016
"9272","M960",1,"Seudoartrosis consecutiva a fusion o artrodesis","",2016
"9273","N039",1,"Sindrome nefritico cronico: no especificada","",2016
"9274","N049",3,"Sindrome nefrotico: no especificada","",2016
"9275","N111",5,"Pielonefritis cronica obstructiva","",2016
"9276","N132",1,"Hidronefrosis con obstruccion por calculos del riñon y del ureter","",2016
"9277","N133",1,"Otras hidronefrosis y las no especificadas","",2016
"9278","N135",1,"Torsion y estrechez del ureter sin hidronefrosis","",2016
"9279","N179",2,"Insuficiencia renal aguda, no especificada","",2016
"9280","N189",14,"Insuficiencia renal cronica, no especificada","",2016
"9281","N200",4,"Calculo del riñon","",2016
"9282","N201",5,"Calculo del ureter","",2016
"9283","N209",2,"Calculo urinario, no especificado","",2016
"9284","N210",1,"Calculo en la vejiga","",2016
"9285","N211",1,"Calculo en la uretra","",2016
"9286","N359",1,"Estrechez uretral, no especificada","",2016
"9287","N390",22,"Infeccion de vias urinarias, sitio no especificado","",2016
"9288","N393",2,"Incontinencia urinaria por tension","",2016
"9289","N394",1,"Otras incontinencias urinarias especificadas","",2016
"9290","N410",2,"Prostatitis aguda","",2016
"9291","N432",1,"Otras hidroceles","",2016
"9292","N433",2,"Hidrocele, no especificado","",2016
"9293","N450",1,"Orquitis, epididimitis y orquiepididimitis con absceso","",2016
"9294","N459",1,"Orquitis, epididimitis y orquiepididimitis sin absceso","",2016
"9295","N488",3,"Otros trastornos especificados del pene","",2016
"9296","N492",1,"Trastornos inflamatorios del escroto","",2016
"9297","N609",1,"Displasia mamaria benigna, sin otra especificacion","",2016
"9298","N709",4,"Salpingitis y ooforitis, no especificadas","",2016
"9299","N738",1,"Otras enfermedades inflamatorias pelvicas femeninas","",2016
"9300","N739",4,"Enfermedad inflamatoria pelvica femenina, no especificada","",2016
"9301","N750",1,"Quiste de la glandula de bartholin","",2016
"9302","N751",1,"Absceso de la glandula de bartholin","",2016
"9303","N758",2,"Otras enfermedades de la glandula de bartholin","",2016
"9304","N800",1,"Endometriosis del utero","",2016
"9305","N816",1,"Rectocele","",2016
"9306","N818",2,"Otros prolapsos genitales femeninos","",2016
"9307","N819",2,"Prolapso genital femenino, no especificado","",2016
"9308","N831",1,"Quiste del cuerpo amarillo","",2016
"9309","N832",2,"Otros quistes ovaricos y los no especificados","",2016
"9310","N835",1,"Torsion de ovario, pediculo de ovario y trompa de falopio","",2016
"9311","N840",5,"Polipo del cuerpo del utero","",2016
"9312","N851",6,"Hiperplasia adenomatosa del endometrio","",2016
"9313","N857",1,"Hematometra","",2016
"9314","N907",1,"Quiste de la vulva","",2016
"9315","N921",3,"Menstruacion excesiva y frecuente con ciclo irregular","",2016
"9316","N930",1,"Hemorragia postcoito y postcontacto","",2016
"9317","N939",1,"Hemorragia vaginal y uterina anormal, no especificada","",2016
"9318","N950",3,"Hemorragia postmenopausica","",2016
"9319","N971",1,"Infertilidad femenina de origen tubarico","",2016
"9320","O009",5,"Embarazo ectopico, no especificado","",2016
"9321","O019",1,"Mola hidatiforme, no especificada","",2016
"9322","O020",1,"Detencion del desarrollo del huevo y mola no hidatiforme","",2016
"9323","O021",14,"Aborto retenido","",2016
"9324","O034",3,"Aborto espontaneo: incompleto, sin complicacion","",2016
"9325","O038",1,"Aborto espontaneo: completo o no especificado, con otras complicaciones especificadas y las no especificadas","",2016
"9326","O039",12,"Aborto espontaneo: completo o no especificado, sin complicacion","",2016
"9327","O061",2,"Aborto no especificado: incompleto, complicado por hemorragia excesiva o tardia","",2016
"9328","O064",4,"Aborto no especificado: incompleto, sin complicacion","",2016
"9329","O069",1,"Aborto no especificado: completo o no especificado, sin complicacion","",2016
"9330","O081",2,"Hemorragia excesiva o tardia consecutiva al aborto, al embarazo ectopico y al embarazo molar","",2016
"9331","O100",4,"Hipertension esencial preexistente que complica el embarazo, el parto y el puerperio","",2016
"9332","O121",1,"Proteinuria gestacional","",2016
"9333","O140",1,"Preeclampsia moderada","",2016
"9334","O149",1,"Preeclampsia, no especificada","",2016
"9335","O159",1,"Preeclampsia, en periodo no especificado","",2016
"9336","O200",13,"Amenaza de aborto","",2016
"9337","O210",2,"Hiperemesis gravidica leve","",2016
"9338","O230",4,"Infeccion del riñon en el embarazo","",2016
"9339","O239",10,"Otras infeccion y las no especificadas de las vias genitourinarias en el embarazo","",2016
"9340","O244",3,"Diabetes mellitus que se origina en el embarazo","",2016
"9341","O249",2,"Diabetes mellitus no especificada, en el embarazo","",2016
"9342","O263",1,"Retencion de dispositivo anticonceptivo intrauterino en el embarazo","",2016
"9343","O268",3,"Otras complicaciones especificadas relacionadas con el embarazo","",2016
"9344","O309",1,"Embarazo multiple, no especificado","",2016
"9345","O343",2,"Atencion materna por incompetencia del cuello uterino","",2016
"9346","O349",6,"Atencion materna por anormalidad no especificada de organo pelviano","",2016
"9347","O363",1,"Atencion materna por signos de hipoxia fetal","",2016
"9348","O364",2,"Atencion materna por muerte intrauterina","",2016
"9349","O429",1,"Ruptura prematura de las membranas, sin otra especificacion","",2016
"9350","O469",3,"Hemorragia anteparto, no especificada","",2016
"9351","O470",13,"Falso trabajo de parto antes de la 37 semanas completas de gestacion","",2016
"9352","O471",4,"Falso trabajo de parto antes de la 37 y mas semanas completas de gestacion","",2016
"9353","O479",11,"Falso trabajo de parto sin otra especificacion","",2016
"9354","O655",14,"Trabajo de parto obstruido debido a anomalias de los organos pelvianos maternos","",2016
"9355","O721",1,"Otras hemorragias postparto inmediatas","",2016
"9356","O756",1,"Retraso del parto despues de la ruptura espontanea o no especificada de las membranas","",2016
"9357","O800",9,"Parto unico espontaneo, presentacion cefalica de vertice","",2016
"9358","O808",4,"Parto unico espontaneo, otras presentaciones","",2016
"9359","O809",134,"Parto unico espontaneo, sin otra especificacion","",2016
"9360","O813",1,"Parto con forceps de otros tipos y los no especificados","",2016
"9361","O820",71,"Parto por cesarea electiva","",2016
"9362","O821",9,"Parto por cesarea de emergencia","",2016
"9363","O828",2,"Otros partos unicos por cesarea","",2016
"9364","O829",74,"Parto por cesarea, sin otra especificacion","",2016
"9365","O838",6,"Otros partos unicos asistidos especificados","",2016
"9366","O842",5,"Parto multiple, todos por cesarea","",2016
"9367","O860",1,"Infeccion de herida quirurgica obstetrica","",2016
"9368","O864",1,"Pirexa de origen desconocido consecutiva al parto","",2016
"9369","O912",1,"Mastitis no purulenta asociada con el parto","",2016
"9370","O981",3,"Sifilis que complica el embarazo, el parto y el puerperio","",2016
"9371","O990",1,"Anemia que complica el embarazo, el parto y el puerperio","",2016
"9372","O992",1,"Enfermedades endocrinas, de la nutricion y del metabolismo que complican el embarazo, el parto y el puerperio","",2016
"9373","O993",2,"Trastornos mentales y enfermedades del sistema nervioso que complican el embarazo, el parto y el puerperio","",2016
"9374","O996",5,"Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio","",2016
"9375","O998",5,"Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio","",2016
"9376","P002",4,"Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre","",2016
"9377","P050",1,"Bajo peso para la edad gestacional","",2016
"9378","P059",1,"Retardo del crecimiento fetal, no especificado","",2016
"9379","P072",2,"Inmaturidad extrema","",2016
"9380","P073",6,"Otros recien nacidos pretermino","",2016
"9381","P081",1,"Otros recien nacidos con sobrepeso para la edad gestacional","",2016
"9382","P210",1,"Asfixia del nacimiento, severa","",2016
"9383","P220",3,"Sindrome de dificultad respiratoria del recien nacido","",2016
"9384","P283",1,"Apnea primaria del sueño del recien nacido","",2016
"9385","P288",2,"Otros problemas respiratorios especificados del recien nacido","",2016
"9386","P369",5,"Sepsis bacteriana del recien nacido, no especificada","",2016
"9387","P393",1,"Infeccion neonatal de las vias urinarias","",2016
"9388","P551",1,"Incompatibilidad abo del feto y del recien nacido","",2016
"9389","P598",1,"Ictericia neonatal por otras causas especificadas","",2016
"9390","P599",24,"Ictericia neonatal, no especificada","",2016
"9391","P704",2,"Otras hipoglicemias neonatales","",2016
"9392","P819",1,"Alteracion no especificada de la regulacion de la temperatura en el recien nacido","",2016
"9393","P929",1,"Problema no especificado de la alimentacion del recien nacido","",2016
"9394","Q039",2,"Hidrocefalo congenito, no especificado","",2016
"9395","Q175",1,"Oreja prominente","",2016
"9396","Q246",1,"Bloqueo cardiaco congenito","",2016
"9397","Q412",1,"Ausencia, atresia y estenosis congenita del ileon","",2016
"9398","Q439",1,"Malformacion congenita del intestino, no especificada","",2016
"9399","Q521",1,"Duplicacion de la vagina","",2016
"9400","Q531",1,"Testiculo no descendido, unilateral","",2016
"9401","Q552",1,"Otras malformaciones congenitas de los testiculos y del escroto","",2016
"9402","Q650",1,"Luxacion congenita de la cadera, unilateral","",2016
"9403","Q656",2,"Cadera inestable","",2016
"9404","Q658",1,"Otras deformidades congenitas de la cadera","",2016
"9405","Q669",1,"Deformidad congenita de los pies, no especificada","",2016
"9406","Q682",1,"Deformidad congenita de la rodilla","",2016
"9407","Q743",1,"Artrogriposis multiple congenita","",2016
"9408","Q793",2,"Gastrosquisis","",2016
"9409","Q798",1,"Otras malformaciones congenitas del sistema osteomuscular","",2016
"9410","Q838",1,"Otras malformaciones congenitas de la mama","",2016
"9411","R001",1,"Bradicardia, no especificada","",2016
"9412","R042",2,"Hemoptisis","",2016
"9413","R073",1,"Otros dolores en el pecho","",2016
"9414","R100",1,"Abdomen agudo","",2016
"9415","R103",1,"Dolor localizado en otras partes inferiores del abdomen","",2016
"9416","R104",10,"Otros dolores abdominales y los no especificados","",2016
"9417","R262",5,"Dificultad para caminar, no clasificada en otra parte","",2016
"9418","R401",1,"Estupor","",2016
"9419","R418",1,"Otros sintomas y signos que involucran la funcion cognoscitiva y la conciencia y los no especificados","",2016
"9420","R451",1,"Inquietud y agitacion","",2016
"9421","R458",12,"Otros sintomas y signos que involucran el estado emocional","",2016
"9422","R509",16,"Fiebre, no especificada","",2016
"9423","R560",8,"Convulsiones febriles","",2016
"9424","R568",2,"Otras convulsiones y las no especificadas","",2016
"9425","R570",1,"Choque cardiogenico","",2016
"9426","R571",1,"Choque hipovolemico","",2016
"9427","R579",1,"Choque , no especificado","",2016
"9428","R599",1,"Adenomegalia, no especificada","",2016
"9429","R600",3,"Edema localizado","",2016
"9430","R609",2,"Edema, no especificado","",2016
"9431","R634",1,"Perdida anormal de peso","",2016
"9432","R688",12,"Otros sintomas y signos generales especificados","",2016
"9433","R739",1,"Hiperglicemia, no especificada","",2016
"9434","S009",1,"Traumatismo superficial de la cabeza, parte no especificada","",2016
"9435","S015",1,"Herida del labio y de la cavidad bucal","",2016
"9436","S022",4,"Fractura de los huesos de la nariz","",2016
"9437","S024",1,"Fractura del malar y del hueso maxilar superior","",2016
"9438","S026",2,"Fractura del maxilar inferior","",2016
"9439","S053",1,"Laceracion ocular sin prolapso o perdida del tejido intraocular","",2016
"9440","S054",2,"Herida penetrante de la orbita con o sin cuerpo extraño","",2016
"9441","S058",1,"Otros traumatismos del ojo y de la orbita","",2016
"9442","S069",11,"Traumatismo intracraneal, no especificado","",2016
"9443","S099",1,"Traumatismo de la cabeza, no especificado","",2016
"9444","S122",1,"Fractura de otras vertebras cervicales especificadas","",2016
"9445","S129",1,"Fractura del cuello, parte no especificada","",2016
"9446","S197",1,"Traumatismos multiples del cuello","",2016
"9447","S202",1,"Contusion del torax","",2016
"9448","S270",1,"Neumotorax traumatico","",2016
"9449","S271",2,"Hemotorax traumatico","",2016
"9450","S310",1,"Herida de la region lumbosacra y de la pelvis","",2016
"9451","S313",1,"Herida del escroto y de los testiculos","",2016
"9452","S318",1,"Heridas de otras partes y de las no especificadas del abdomen","",2016
"9453","S320",1,"Fractura de vertebra lumbar","",2016
"9454","S327",1,"Fracturas multiples de la columna lumbar y de la pelvis","",2016
"9455","S333",1,"Luxacion de otras partes y de las no especificadas de la columna lumbar y de la pelvis","",2016
"9456","S367",1,"Traumatismo de multiples organos intraabdominales","",2016
"9457","S398",1,"Otros traumatismos especificados del abdomen, de la region lumbosacra y de la pelvis","",2016
"9458","S399",1,"Traumatismo no especificado del abdomen, de la region lumbosacra y de la pelvis","",2016
"9459","S420",4,"Fractura de la clavicula","",2016
"9460","S423",3,"Fractura de la diafisis del humero","",2016
"9461","S424",4,"Fractura de la epifisis inferior del humero","",2016
"9462","S430",1,"Luxacion de la articulacion del hombro","",2016
"9463","S460",5,"Traumatismo de tendon del manguito rotatorio del hombro","",2016
"9464","S518",1,"Heridas de otras partes del antebrazo","",2016
"9465","S520",3,"Fractura de la epifisis superior del cubito","",2016
"9466","S522",2,"Fractura de la diafisis del cubito","",2016
"9467","S523",1,"Fractura de la diafisis del radio","",2016
"9468","S525",1,"Fractura de la epifisis inferior del radio","",2016
"9469","S527",1,"Fracturas multiples del antebrazo","",2016
"9470","S528",5,"Fractura de otras partes del antebrazo","",2016
"9471","S529",3,"Fractura del antebrazo, parte no especificada","",2016
"9472","S608",1,"Otros traumatismos superficiales de la muñeca y de la mano","",2016
"9473","S611",1,"Herida de dedo(s) de la mano, con daño de la(s) uña(s)","",2016
"9474","S619",4,"Herida de la muñeca y de la mano, parte no especificada","",2016
"9475","S625",2,"Fractura del pulgar","",2016
"9476","S626",4,"Fractura de otro dedo de la mano","",2016
"9477","S627",1,"Fracturas multiples de los dedos de la mano","",2016
"9478","S628",5,"Fractura de otras partes y de las no especificadas de la muñeca y de la mano","",2016
"9479","S634",2,"Ruptura traumatica de ligamentos del dedo de la mano en la(s) articulacion(es) metacarpofalangica e interfalangica","",2016
"9480","S681",1,"Amputacion traumatica de otro dedo unico (completa) (parcial)","",2016
"9481","S682",1,"Amputacion traumatica de dos o mas dedos solamente (completa) (parcial)","",2016
"9482","S699",1,"Traumatismo no especificado de la muñeca y de la mano","",2016
"9483","S701",1,"Contusion del muslo","",2016
"9484","S720",20,"Fractura del cuello del femur","",2016
"9485","S721",2,"Fractura pertrocanteriana","",2016
"9486","S729",2,"Fractura del femur, parte no especificada","",2016
"9487","S730",2,"Luxacion de cadera","",2016
"9488","S807",1,"Traumatismos superficiales multiples de la pierna","",2016
"9489","S808",1,"Otros traumatismos superficiales de la pierna","",2016
"9490","S810",1,"Herida de la rodilla","",2016
"9491","S817",1,"Heridas multiples de la pierna","",2016
"9492","S820",2,"Fractura de la rotula","",2016
"9493","S822",4,"Fractura de la diafisis de la tibia","",2016
"9494","S828",16,"Fractura de otras partes de la pierna","",2016
"9495","S829",1,"Fractura de la pierna, parte no especificada","",2016
"9496","S832",2,"Desgarro de meniscos, presente","",2016
"9497","S835",4,"Esguinces y torceduras que comprometen el ligamento cruzado (anterior) (posterior) de la rodilla","",2016
"9498","S851",1,"Traumatismo de la arteria tibial (anterior) (posterior)","",2016
"9499","S853",2,"Traumatismo de la gran vena safena a nivel de la pierna","",2016
"9500","S860",4,"Traumatismo del tendon de aquiles","",2016
"9501","S920",1,"Fractura del calcaneo","",2016
"9502","S923",1,"Fractura de hueso del metatarso","",2016
"9503","S925",1,"Fractura de los huesos de otro(s) dedo(s) del pie","",2016
"9504","S930",2,"Luxacion de la articulacion del tobillo","",2016
"9505","S981",1,"Amputacion traumatica de un dedo del pie","",2016
"9506","S999",1,"Traumatismo del pie y del tobillo, no especificado","",2016
"9507","T009",2,"Traumatismos superficiales multiples, no especificados","",2016
"9508","T064",1,"Traumatismos de tendones y musculos que afectan multiples regiones del cuerpo","",2016
"9509","T130",1,"Traumatismo superficial de miembro inferior, nivel no especificado","",2016
"9510","T175",1,"Cuerpo extraño en bronquios","",2016
"9511","T189",1,"Cuerpo extraño en el tubo digestivo, parte no especificada","",2016
"9512","T202",1,"Quemadura de la cabeza y del cuello, de segundo grado","",2016
"9513","T230",3,"Quemadura de la muñeca y de la mano, grado no especificado","",2016
"9514","T232",1,"Quemadura de la muñeca y de la mano, de segundo grado","",2016
"9515","T240",2,"Quemadura de la cadera y del miembro inferior, grado no especificado, excepto tobillo y pie","",2016
"9516","T242",1,"Quemadura de la cadera y del miembro inferior, de segundo grado, excepto tobillo y pie","",2016
"9517","T250",1,"Quemadura del tobillo y del pie, grado no especificado","",2016
"9518","T290",1,"Quemaduras de multiples regiones, grado no especificado","",2016
"9519","T300",4,"Quemadura de region del cuerpo y grado no especificados","",2016
"9520","T310",1,"Quemaduras que afectan menos del 10% de la superficie del cuerpo","",2016
"9521","T312",1,"Quemaduras que afectan del 20% al 29% de la superficie del cuerpo","",2016
"9522","T406",3,"Envenenamiento por narcoticos y psicodislepticos [alucinogenos]: otros narcoticos y los no especificados","",2016
"9523","T430",1,"Envenenamiento por psicotropicos, no clasificados en otra parte: antidepresivos triciclicos y tetraciclicos","",2016
"9524","T571",1,"Efecto toxico de otras sustancias inorganicas: fosforo y sus compuestos","",2016
"9525","T600",1,"Efecto toxico de plaguicidas [pesticidas]: insecticidas fosforados y carbamatos","",2016
"9526","T633",3,"Efecto toxico del contacto con animales venenosos: veneno de arañas","",2016
"9527","T658",1,"Efecto toxico de otras sustancias y las no especificadas: efectos toxicos de otras sustancias especificadas","",2016
"9528","T793",2,"Infeccion postraumatica de herida, no clasificada en otra parte","",2016
"9529","T814",9,"Infeccion consecutiva a procedimiento, no clasificada en otra parte","",2016
"9530","T824",1,"Complicacion mecanica de cateter para dialisis vascular","",2016
"9531","T833",1,"Complicacion mecanica de dispositivo anticonceptivo intrauterino","",2016
"9532","T845",1,"Infeccion y reaccion inflamatoria debidas a protesis articular interna","",2016
"9533","T849",1,"Complicaciones no especificadas de dispositivos protesicos, implantes e injertos ortopedicos internos","",2016
"9534","T854",1,"Complicacion mecanica de protesis e implante de mama","",2016
"9535","T856",1,"Complicacion mecanica de otros dispositivos protesicos, implantes e injertos internos especificados","",2016
"9536","T858",1,"Otras complicaciones de otros dispositivos protesicos, implantes e injertos internos, no clasificados en otra parte","",2016
"9537","T874",1,"Infeccion de muñon de amputacion","",2016
"9538","T905",1,"Secuelas de traumatismo intracraneal","",2016
"9539","Z018",5,"Otros examenes especiales especificados","",2016
"9540","Z039",4,"Observacion por sospecha de enfermedad o afeccion no especificada","",2016
"9541","Z082",1,"Examen de seguimiento consecutivo a quimioterapia por tumor maligno","",2016
"9542","Z090",1,"Examen de seguimiento consecutivo a cirugia por otras afecciones","",2016
"9543","Z125",1,"Examen de pesquisa especial para tumor de la prostata","",2016
"9544","Z136",1,"Examen de pesquisa especial para trastornos cardiovasculares","",2016
"9545","Z139",1,"Examen de pesquisa especial, no especificado","",2016
"9546","Z299",2,"Medida profilactica no especificada","",2016
"9547","Z302",3,"Esterilizacion","",2016
"9548","Z321",1,"Embarazo confirmado","",2016
"9549","Z352",1,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva","",2016
"9550","Z359",6,"Supervision de embarazo de alto riesgo, sin otra especificacion","",2016
"9551","Z380",2,"Producto unico, nacido en hospital","",2016
"9552","Z390",3,"Atencion y examen inmediatamente despues del parto","",2016
"9553","Z391",2,"Atencion y examen de madre en periodo de lactancia","",2016
"9554","Z392",14,"Seguimiento postparto, de rutina","",2016
"9555","Z411",3,"Otras cirugias plasticas por razones esteticas","",2016
"9556","Z433",1,"Atencion de colostomia","",2016
"9557","Z438",1,"Atencion de otros orificios artificiales","",2016
"9558","Z450",10,"Asistencia y ajuste de marcapaso cardiaco","",2016
"9559","Z502",3,"Rehabilitacion del alcoholico","",2016
"9560","Z509",4,"Atencion por procedimiento de rehabilitacion, no especificada","",2016
"9561","Z511",3,"Sesion de quimioterapia por tumor","",2016
"9562","Z515",1,"Atencion paliativa","",2016
"9563","Z518",2,"Otras atenciones medicas especificadas","",2016
"9564","Z540",14,"Convalecencia consecutiva a cirugia","",2016
"9565","Z544",1,"Convalecencia consecutiva a tratamiento de fractura","",2016
"9566","Z548",1,"Convalecencia consecutiva a otros tratamientos","",2016
"9567","Z915",14,"Historia personal de lesion autoinfligida intencionalmente","",2016
"9568","Z918",4,"Historia personal de otros factores de riesgo, no clasificados en otra parte","",2016
"9569","Z932",2,"Ileostomia","",2016
"9570","Z975",1,"Presencia de dispositivo anticonceptivo (intrauterino)","",2016
"9571","A029",1,"Infeccion debida a salmonella no especificada","",2017
"9572","A047",2,"Enterocolitis debida a clostridium difficile","",2017
"9573","A071",1,"Giardiasis [lambliasis]","",2017
"9574","A080",5,"Enteritis debida a rotavirus","",2017
"9575","A084",1,"Infeccion intestinal viral, sin otra especificacion","",2017
"9576","A162",1,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica","",2017
"9577","A164",1,"Tuberculosis de laringe, traquea y bronquios, sin mencion de confirmacion bacteriologica o histologica","",2017
"9578","A379",3,"Tos ferina, no especificada","",2017
"9579","A419",17,"Septicemia, no especificada","",2017
"9580","A493",1,"Infeccion por micoplasma, sin otra especificacion","",2017
"9581","A539",1,"Sifilis, no especificada","",2017
"9582","B009",1,"Infeccion debida a el virus del herpes, no especificada","",2017
"9583","B029",2,"Herpes zoster sin complicaciones","",2017
"9584","B159",1,"Hepatitis aguda tipo a, con coma hepatico","",2017
"9585","B178",1,"Otras hepatitis virales agudas especificadas","",2017
"9586","B279",1,"Mononucleosis infecciosa, no especificada","",2017
"9587","B340",1,"Infeccion debida a adenovirus, sin otra especificacion","",2017
"9588","C159",1,"Tumor maligno del esofago, parte no especificada","",2017
"9589","C169",5,"Tumor maligno del estomago, parte no especificada","",2017
"9590","C189",5,"Tumor maligno del colon, parte no especificada","",2017
"9591","C221",1,"Carcinoma de vias biliares intrahepaticas","",2017
"9592","C241",1,"Tumor maligno de la ampolla de vater","",2017
"9593","C250",2,"Tumor maligno de la cabeza del pancreas","",2017
"9594","C259",2,"Tumor maligno del pancreas, parte no especificada","",2017
"9595","C349",3,"Tumor maligno de los bronquios o del pulmon, parte no especificada","",2017
"9596","C402",1,"Tumor maligno de los huesos largos del miembro inferior","",2017
"9597","C414",1,"Tumor maligno de los huesos de la pelvis, sacro y coccix","",2017
"9598","C488",1,"Lesion de sitios contiguos del peritoneo y del retroperitoneo","",2017
"9599","C490",1,"Tumor maligno del tejido conjuntivo y tejido blando de la cabeza, cara y cuello","",2017
"9600","C492",1,"Tumor maligno del tejido conjuntivo y tejido blando del miembro inferior, incluida la cadera","",2017
"9601","C499",1,"Tumor maligno del tejido conjuntivo y tejido blando, de sitio no especificado","",2017
"9602","C509",18,"Tumor maligno de la mama, parte no especificada","",2017
"9603","C539",6,"Tumor maligno del cuello del utero, sin otra especificacion","",2017
"9604","C541",2,"Tumor maligno del endometrio","",2017
"9605","C549",1,"Tumor maligno del cuerpo del utero, parte no especificada","",2017
"9606","C570",1,"Tumor maligno de la trompa de falopio","",2017
"9607","C629",1,"Tumor maligno del testiculo, no especificado","",2017
"9608","C696",2,"Tumor maligno de la orbita","",2017
"9609","C710",2,"Tumor maligno del cerebro, excepto lobulos y ventriculos","",2017
"9610","C719",1,"Tumor maligno del encefalo, parte no especificada","",2017
"9611","C760",1,"Tumor maligno de la cabeza, cara y cuello","",2017
"9612","C780",4,"Tumor maligno secundario del pulmon","",2017
"9613","C788",1,"Tumor maligno secundario de otros organos digestivos y de los no especificados","",2017
"9614","C796",1,"Tumor maligno secundario del ovario","",2017
"9615","C819",5,"Enfermedad de hodgkin, no especificada","",2017
"9616","C833",3,"Linfoma no hodgkin de celulas grandes (difuso)","",2017
"9617","C859",21,"Linfoma no hodgkin, no especificado","",2017
"9618","C900",3,"Mieloma multiple","",2017
"9619","C920",1,"Leucemia mieloide aguda","",2017
"9620","C924",1,"Leucemia promielocitica aguda","",2017
"9621","D039",1,"Melanoma in situ, sitio no especificado","",2017
"9622","D043",1,"Carcinoma in situ de la piel de otras partes y de las no especificadas de la cara","",2017
"9623","D069",1,"Carcinoma in situ del cuello del utero, parte no especificada","",2017
"9624","D093",1,"Carcinoma in situ de la glandula tiroides y de otras glandulas endocrinas","",2017
"9625","D100",1,"Tumor benigno del labio","",2017
"9626","D135",1,"Tumor benigno de las vias biliares extrahepaticas","",2017
"9627","D177",1,"Tumor benigno lipomatoso de otros sitios especificados","",2017
"9628","D179",1,"Tumor benigno lipomatoso, de sitio no especificado","",2017
"9629","D229",2,"Nevo melanocitico, sitio no especificado","",2017
"9630","D250",1,"Leiomioma submucoso del utero","",2017
"9631","D259",14,"Leiomioma del utero, sin otra especificacion","",2017
"9632","D291",1,"Tumor benigno de la prostata","",2017
"9633","D303",2,"Tumor benigno de la vejiga","",2017
"9634","D304",1,"Tumor benigno de la uretra","",2017
"9635","D350",1,"Tumor benigno de la glandula suprarrenal","",2017
"9636","D352",1,"Tumor benigno de la hipofisis","",2017
"9637","D367",1,"Tumor benigno de otros sitios especificados","",2017
"9638","D371",2,"Tumor de comportamiento incierto o desconocido del estomago","",2017
"9639","D376",3,"Tumor de comportamiento incierto o desconocido del higado, de la vesicula biliar y del conducto biliar","",2017
"9640","D377",2,"Tumor de comportamiento incierto o desconocido de otros organos digestivos especificados","",2017
"9641","D390",1,"Tumor de comportamiento incierto o desconocido del utero","",2017
"9642","D391",2,"Tumor de comportamiento incierto o desconocido del ovario","",2017
"9643","D397",1,"Tumor de comportamiento incierto o desconocido de otros organos genitales femeninos","",2017
"9644","D401",1,"Tumor de comportamiento incierto o desconocido del testiculo","",2017
"9645","D410",1,"Tumor de comportamiento incierto o desconocido del riñon","",2017
"9646","D414",3,"Tumor de comportamiento incierto o desconocido de la vejiga","",2017
"9647","D434",1,"Tumor de comportamiento incierto o desconocido de la medula espinal","",2017
"9648","D441",1,"Tumor de comportamiento incierto o desconocido de la glandula suprarrenal","",2017
"9649","D443",1,"Tumor de comportamiento incierto o desconocido de la glandula hipofisis","",2017
"9650","D469",2,"Sindrome mielodisplasico, sin otra especificacion","",2017
"9651","D479",1,"Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados","",2017
