"","id10","COMUNA","dec10","N2001","N2002","N2003","N2004","N2005","N2006","N2007","N2008","N2009","N2010","N2011","N2012","N2013","N2014","N2015","N2016","N2017"
"32029","S029",8401,"Fractura del craneo y de los huesos de la cara, parte no especificada",1,2,3,3,3,5,4,3,2,8,2,8,5,2,2,3,2
"32030","S051",1101,"Contusion del globo ocular y del tejido orbitario",4,8,3,2,1,3,3,3,4,5,1,2,1,2,1,5,6
"32031","S051",13201,"Contusion del globo ocular y del tejido orbitario",2,2,4,2,4,5,3,3,3,3,2,4,3,1,4,2,5
"32032","S051",4101,"Contusion del globo ocular y del tejido orbitario",5,3,5,6,3,1,6,3,2,2,3,2,1,3,4,3,2
"32033","S051",5101,"Contusion del globo ocular y del tejido orbitario",8,7,7,4,2,2,1,6,6,8,14,9,8,3,6,6,4
"32034","S051",9120,"Contusion del globo ocular y del tejido orbitario",10,7,14,9,17,11,13,3,6,5,6,5,4,1,3,2,1
"32035","S055",13201,"Herida penetrante del globo ocular con cuerpo extraño",2,1,2,4,8,5,5,4,1,1,9,8,2,4,1,4,2
"32036","S056",1101,"Herida penetrante del globo ocular sin cuerpo extraño",7,5,2,4,3,4,4,3,2,2,1,3,4,1,5,3,4
"32037","S056",13112,"Herida penetrante del globo ocular sin cuerpo extraño",12,11,12,10,17,9,14,13,8,8,1,4,3,2,2,2,3
"32038","S056",13119,"Herida penetrante del globo ocular sin cuerpo extraño",8,5,17,11,15,14,16,22,12,11,4,2,3,5,8,2,5
"32039","S056",13128,"Herida penetrante del globo ocular sin cuerpo extraño",6,2,6,3,10,7,1,3,10,5,2,3,3,1,2,2,1
"32040","S056",13201,"Herida penetrante del globo ocular sin cuerpo extraño",7,17,15,19,25,18,15,14,23,15,1,5,5,2,3,3,1
"32041","S056",13401,"Herida penetrante del globo ocular sin cuerpo extraño",5,5,8,18,11,6,15,13,12,4,6,3,5,5,5,8,2
"32042","S058",12101,"Otros traumatismos del ojo y de la orbita",8,9,16,12,8,5,7,6,9,10,4,6,6,3,4,2,2
"32043","S058",13101,"Otros traumatismos del ojo y de la orbita",6,6,3,9,8,6,5,3,3,4,4,3,2,6,11,1,2
"32044","S058",13110,"Otros traumatismos del ojo y de la orbita",8,2,5,3,8,3,2,7,1,5,2,2,3,2,2,3,1
"32045","S058",13119,"Otros traumatismos del ojo y de la orbita",7,8,5,8,6,3,2,4,1,2,3,1,2,4,2,1,1
"32046","S058",5109,"Otros traumatismos del ojo y de la orbita",5,9,9,7,15,18,21,16,12,9,11,10,12,5,2,4,1
"32047","S058",8110,"Otros traumatismos del ojo y de la orbita",13,13,9,9,8,14,8,5,7,4,5,4,6,5,1,2,2
"32048","S058",8202,"Otros traumatismos del ojo y de la orbita",8,3,2,1,2,2,6,2,6,3,1,1,2,2,2,1,1
"32049","S058",8301,"Otros traumatismos del ojo y de la orbita",5,5,11,13,9,9,15,27,13,8,10,11,7,8,4,1,3
"32050","S059",10101,"Traumatismo del ojo y de la orbita, no especificado",17,20,33,23,18,14,11,8,8,13,7,6,12,13,11,8,6
"32051","S059",10102,"Traumatismo del ojo y de la orbita, no especificado",4,2,2,2,5,2,2,4,1,4,4,2,5,3,1,2,1
"32052","S059",10202,"Traumatismo del ojo y de la orbita, no especificado",2,1,4,3,3,2,3,3,6,8,6,4,3,2,2,5,1
"32053","S059",10208,"Traumatismo del ojo y de la orbita, no especificado",1,3,2,6,3,3,2,3,1,2,2,4,3,2,2,1,2
"32054","S059",10301,"Traumatismo del ojo y de la orbita, no especificado",14,10,1,12,19,6,14,10,9,9,2,7,5,5,6,8,7
"32055","S059",11101,"Traumatismo del ojo y de la orbita, no especificado",2,7,3,7,9,1,3,4,5,9,10,12,4,5,2,4,12
"32056","S059",11201,"Traumatismo del ojo y de la orbita, no especificado",1,4,3,2,3,1,8,5,1,4,4,6,2,4,2,4,3
"32057","S059",12101,"Traumatismo del ojo y de la orbita, no especificado",13,5,6,6,6,9,8,12,9,12,12,5,8,9,13,8,4
"32058","S059",13101,"Traumatismo del ojo y de la orbita, no especificado",5,8,14,24,10,11,15,11,13,8,2,8,8,3,10,6,3
"32059","S059",13104,"Traumatismo del ojo y de la orbita, no especificado",5,2,1,5,4,5,7,3,7,3,1,4,3,3,1,1,3
"32060","S059",13105,"Traumatismo del ojo y de la orbita, no especificado",6,5,8,2,6,5,4,9,8,7,3,2,3,1,3,1,9
"32061","S059",13110,"Traumatismo del ojo y de la orbita, no especificado",15,8,9,7,7,7,10,9,10,7,11,6,4,1,3,6,3
"32062","S059",13112,"Traumatismo del ojo y de la orbita, no especificado",11,12,11,6,16,15,9,12,21,8,6,3,3,2,1,1,4
"32063","S059",13119,"Traumatismo del ojo y de la orbita, no especificado",12,8,14,12,6,4,12,12,8,14,6,6,10,6,5,2,2
"32064","S059",13122,"Traumatismo del ojo y de la orbita, no especificado",7,5,8,9,12,9,3,8,8,16,3,2,4,1,1,3,2
"32065","S059",13124,"Traumatismo del ojo y de la orbita, no especificado",6,10,15,6,8,9,4,5,4,12,5,10,4,2,2,5,5
"32066","S059",13201,"Traumatismo del ojo y de la orbita, no especificado",7,17,14,14,25,13,13,20,18,16,14,8,6,9,10,14,9
"32067","S059",13301,"Traumatismo del ojo y de la orbita, no especificado",4,8,3,5,5,4,8,6,3,5,1,2,2,6,2,1,3
"32068","S059",13401,"Traumatismo del ojo y de la orbita, no especificado",8,8,6,4,13,10,12,8,15,14,8,6,9,2,9,14,2
"32069","S059",2101,"Traumatismo del ojo y de la orbita, no especificado",17,11,7,12,12,13,14,10,8,22,15,18,5,7,14,9,18
"32070","S059",2201,"Traumatismo del ojo y de la orbita, no especificado",5,5,4,7,5,6,2,9,4,9,3,11,3,1,9,5,3
"32071","S059",4101,"Traumatismo del ojo y de la orbita, no especificado",12,13,13,18,13,9,8,11,17,14,18,25,22,26,17,7,5
"32072","S059",4102,"Traumatismo del ojo y de la orbita, no especificado",3,12,6,21,10,9,4,9,8,5,4,3,8,9,5,7,5
"32073","S059",5101,"Traumatismo del ojo y de la orbita, no especificado",7,10,6,7,12,16,23,11,5,8,12,8,6,4,1,2,2
"32074","S059",5109,"Traumatismo del ojo y de la orbita, no especificado",6,8,10,12,9,11,5,8,5,3,4,4,3,4,4,2,1
"32075","S059",6101,"Traumatismo del ojo y de la orbita, no especificado",8,18,9,7,7,11,9,10,15,8,9,10,5,10,6,5,2
"32076","S059",7101,"Traumatismo del ojo y de la orbita, no especificado",9,15,18,11,17,15,14,18,12,8,11,8,8,6,5,11,7
"32077","S059",7102,"Traumatismo del ojo y de la orbita, no especificado",6,4,7,7,3,8,3,3,18,6,1,2,2,3,3,6,3
"32078","S059",7201,"Traumatismo del ojo y de la orbita, no especificado",2,2,7,1,4,6,2,10,12,12,5,4,7,1,1,5,4
"32079","S059",7301,"Traumatismo del ojo y de la orbita, no especificado",4,2,9,3,4,7,5,8,4,3,3,3,1,1,3,2,4
"32080","S059",7406,"Traumatismo del ojo y de la orbita, no especificado",4,1,2,3,2,3,1,2,3,2,4,2,4,3,1,1,1
"32081","S059",8101,"Traumatismo del ojo y de la orbita, no especificado",6,19,10,14,14,10,11,10,14,12,13,21,10,9,10,9,11
"32082","S059",8102,"Traumatismo del ojo y de la orbita, no especificado",6,14,11,8,7,7,5,7,2,2,3,6,7,5,8,5,4
"32083","S059",8108,"Traumatismo del ojo y de la orbita, no especificado",3,4,3,3,2,7,2,3,6,5,3,6,4,5,6,6,7
"32084","S059",8110,"Traumatismo del ojo y de la orbita, no especificado",21,8,17,3,8,8,7,2,6,2,5,2,2,4,4,3,2
"32085","S059",8201,"Traumatismo del ojo y de la orbita, no especificado",1,1,3,4,3,8,6,8,2,4,4,3,1,6,1,2,3
"32086","S059",8202,"Traumatismo del ojo y de la orbita, no especificado",3,3,2,7,6,7,1,6,8,6,3,4,7,4,1,3,4
"32087","S059",8203,"Traumatismo del ojo y de la orbita, no especificado",3,3,6,4,2,4,3,5,5,3,3,4,2,1,2,2,2
"32088","S059",8206,"Traumatismo del ojo y de la orbita, no especificado",2,1,1,3,3,5,2,1,1,3,2,1,2,1,1,1,1
"32089","S059",8301,"Traumatismo del ojo y de la orbita, no especificado",21,12,22,23,20,15,13,31,21,20,11,16,24,12,7,10,9
"32090","S059",8305,"Traumatismo del ojo y de la orbita, no especificado",3,5,6,6,5,4,5,7,1,1,3,5,3,1,3,4,2
"32091","S059",8401,"Traumatismo del ojo y de la orbita, no especificado",5,4,7,4,3,6,22,17,10,9,9,12,14,15,12,4,9
"32092","S059",9101,"Traumatismo del ojo y de la orbita, no especificado",11,10,7,3,7,5,5,2,9,13,15,11,7,12,11,3,3
"32093","S059",9205,"Traumatismo del ojo y de la orbita, no especificado",1,2,2,2,1,2,2,3,1,2,1,1,1,1,3,1,1
"32094","S060",13101,"Concusion",4,3,2,1,3,1,2,2,11,18,22,8,8,11,17,13,13
"32095","S062",10202,"Traumatismo cerebral difuso",23,14,22,21,19,16,20,11,8,7,9,8,13,8,12,5,6
"32096","S062",1101,"Traumatismo cerebral difuso",28,27,36,48,51,73,82,61,34,35,20,10,22,15,8,7,7
"32097","S062",13101,"Traumatismo cerebral difuso",22,13,21,8,10,7,5,3,5,6,14,17,11,11,21,11,13
"32098","S062",13103,"Traumatismo cerebral difuso",1,3,2,2,1,1,1,2,3,10,5,6,9,10,11,12,7
"32099","S062",13104,"Traumatismo cerebral difuso",16,1,7,7,20,16,19,10,5,4,6,4,6,4,7,5,2
"32100","S062",13105,"Traumatismo cerebral difuso",3,11,7,13,6,7,3,13,9,9,9,7,9,9,7,6,5
"32101","S062",13110,"Traumatismo cerebral difuso",9,6,9,3,6,4,2,5,4,13,7,7,4,4,9,11,9
"32102","S062",13113,"Traumatismo cerebral difuso",3,5,6,1,3,4,2,1,4,2,2,6,4,4,8,2,3
"32103","S062",13114,"Traumatismo cerebral difuso",26,13,15,9,9,15,16,14,23,22,10,19,9,10,17,12,10
"32104","S062",13115,"Traumatismo cerebral difuso",3,10,4,5,4,4,6,5,11,12,3,14,9,5,5,7,6
"32105","S062",13119,"Traumatismo cerebral difuso",23,11,7,6,9,3,6,7,2,6,9,18,10,17,14,16,10
"32106","S062",13120,"Traumatismo cerebral difuso",10,10,5,6,2,1,5,2,10,5,7,9,8,1,10,8,2
"32107","S062",13122,"Traumatismo cerebral difuso",8,3,5,8,5,4,4,9,16,12,13,18,17,23,17,15,11
"32108","S062",13123,"Traumatismo cerebral difuso",9,19,9,15,5,2,2,2,6,3,2,9,4,6,6,5,2
"32109","S062",13124,"Traumatismo cerebral difuso",8,2,2,4,1,2,4,5,11,4,6,12,15,11,15,9,8
"32110","S062",13125,"Traumatismo cerebral difuso",5,5,8,15,19,16,24,8,12,5,3,4,5,10,6,3,1
"32111","S062",13126,"Traumatismo cerebral difuso",4,5,2,3,1,1,2,1,5,2,4,4,7,6,4,5,3
"32112","S062",13127,"Traumatismo cerebral difuso",7,6,6,20,28,12,14,19,11,9,4,4,6,8,6,3,1
"32113","S062",13130,"Traumatismo cerebral difuso",1,6,6,6,3,2,7,10,5,3,9,4,7,8,2,1,3
"32114","S062",13132,"Traumatismo cerebral difuso",5,5,2,1,2,5,10,4,11,6,7,1,5,7,3,3,4
"32115","S062",13201,"Traumatismo cerebral difuso",9,5,4,5,3,3,1,6,6,3,6,4,5,7,6,5,8
"32116","S062",13401,"Traumatismo cerebral difuso",4,14,17,17,13,13,16,13,15,16,21,29,20,28,23,4,13
"32117","S062",2201,"Traumatismo cerebral difuso",13,16,10,4,9,11,9,22,16,15,11,10,8,3,4,1,2
"32118","S062",5101,"Traumatismo cerebral difuso",15,19,4,5,12,1,3,5,3,4,2,4,4,3,4,8,5
"32119","S062",5109,"Traumatismo cerebral difuso",56,44,23,4,5,2,3,11,7,4,3,4,2,9,19,5,7
"32120","S062",6101,"Traumatismo cerebral difuso",6,3,9,7,1,4,3,4,3,8,7,4,3,7,4,4,3
"32121","S062",7101,"Traumatismo cerebral difuso",5,2,3,3,4,2,5,1,1,5,2,1,4,3,3,5,8
"32122","S062",8203,"Traumatismo cerebral difuso",12,22,19,8,11,2,10,13,10,20,17,9,24,17,5,2,3
"32123","S062",9101,"Traumatismo cerebral difuso",77,44,47,20,27,21,20,24,23,18,11,3,18,12,13,7,5
"32124","S063",1101,"Traumatismo cerebral focal",4,11,7,17,17,11,31,17,7,10,14,13,18,12,5,3,4
"32125","S063",7101,"Traumatismo cerebral focal",1,1,2,1,2,2,1,2,3,1,3,1,2,2,6,3,1
"32126","S064",13101,"Hemorragia epidural",3,2,5,1,5,5,3,3,1,2,10,5,5,10,8,10,16
"32127","S064",13201,"Hemorragia epidural",6,6,3,5,4,5,4,8,8,5,7,7,4,8,5,11,8
"32128","S064",13401,"Hemorragia epidural",6,3,3,9,4,4,2,3,2,3,2,2,5,5,1,7,3
"32129","S064",5101,"Hemorragia epidural",9,8,9,7,10,14,17,10,10,5,3,13,7,12,8,5,9
"32130","S064",5109,"Hemorragia epidural",6,8,1,5,2,3,4,4,8,2,3,6,4,3,3,6,5
"32131","S064",8101,"Hemorragia epidural",6,8,8,12,6,3,12,3,2,7,3,2,2,1,2,2,2
"32132","S065",10101,"Hemorragia subdural traumatica",8,8,8,16,3,13,13,9,13,11,9,5,14,9,20,8,18
"32133","S065",10201,"Hemorragia subdural traumatica",4,2,1,5,3,2,2,1,2,1,4,3,2,1,4,4,4
"32134","S065",10301,"Hemorragia subdural traumatica",12,11,1,8,3,5,1,4,4,2,9,18,27,30,16,17,22
"32135","S065",12101,"Hemorragia subdural traumatica",1,2,3,4,4,3,9,2,11,8,3,3,3,4,12,6,12
"32136","S065",13101,"Hemorragia subdural traumatica",4,7,10,11,15,12,17,13,15,10,19,32,38,32,43,46,58
"32137","S065",13103,"Hemorragia subdural traumatica",1,3,8,2,7,12,4,6,8,9,12,11,6,10,7,16,11
"32138","S065",13104,"Hemorragia subdural traumatica",3,7,1,4,9,10,11,7,10,8,10,10,10,11,11,13,7
"32139","S065",13107,"Hemorragia subdural traumatica",2,3,2,1,1,4,1,2,3,7,5,7,6,4,8,12,2
"32140","S065",13108,"Hemorragia subdural traumatica",3,2,1,4,4,5,3,2,6,8,8,7,7,4,9,8,6
"32141","S065",13110,"Hemorragia subdural traumatica",7,5,12,6,4,6,5,13,8,3,11,13,14,12,20,23,31
"32142","S065",13112,"Hemorragia subdural traumatica",4,3,3,7,6,3,3,3,5,1,4,6,2,13,5,8,3
"32143","S065",13113,"Hemorragia subdural traumatica",2,1,3,3,6,5,2,5,2,11,10,7,9,7,11,5,9
"32144","S065",13114,"Hemorragia subdural traumatica",15,9,20,7,18,19,17,14,24,35,20,37,27,33,58,38,51
"32145","S065",13117,"Hemorragia subdural traumatica",3,4,9,4,4,5,6,4,6,5,10,9,5,4,7,12,11
"32146","S065",13118,"Hemorragia subdural traumatica",5,4,7,8,4,5,8,8,12,15,6,8,11,12,18,15,17
"32147","S065",13119,"Hemorragia subdural traumatica",6,2,4,4,11,5,4,9,11,7,32,27,36,22,29,21,53
"32148","S065",13120,"Hemorragia subdural traumatica",9,10,15,12,18,22,13,9,21,15,20,16,19,23,39,27,22
"32149","S065",13121,"Hemorragia subdural traumatica",2,2,3,5,5,3,1,7,6,8,7,6,4,10,11,5,11
"32150","S065",13122,"Hemorragia subdural traumatica",10,11,14,13,14,12,13,11,17,21,21,18,17,16,19,19,33
"32151","S065",13123,"Hemorragia subdural traumatica",10,10,12,13,11,12,9,7,12,14,11,18,19,14,25,26,26
"32152","S065",13124,"Hemorragia subdural traumatica",5,5,2,5,7,14,14,12,11,9,13,8,17,8,7,18,10
"32153","S065",13126,"Hemorragia subdural traumatica",4,4,5,6,8,7,7,8,3,8,14,20,6,8,11,5,12
"32154","S065",13127,"Hemorragia subdural traumatica",3,4,8,5,9,13,9,10,12,15,15,16,7,13,10,11,9
"32155","S065",13128,"Hemorragia subdural traumatica",7,7,4,3,5,10,5,8,8,10,12,7,8,7,10,19,7
"32156","S065",13132,"Hemorragia subdural traumatica",4,7,2,5,12,8,3,7,13,10,6,14,7,14,14,17,25
"32157","S065",13201,"Hemorragia subdural traumatica",4,2,9,6,6,4,9,8,12,11,8,7,10,12,27,17,21
"32158","S065",13301,"Hemorragia subdural traumatica",3,2,1,3,1,2,3,5,1,2,5,4,6,2,5,7,6
"32159","S065",13501,"Hemorragia subdural traumatica",2,3,4,3,2,10,5,2,8,7,9,9,10,4,6,6,7
"32160","S065",13601,"Hemorragia subdural traumatica",1,3,2,1,6,3,6,4,4,4,8,3,3,5,3,8,5
"32161","S065",13605,"Hemorragia subdural traumatica",3,2,1,1,1,4,3,4,6,5,5,4,1,4,2,3,2
"32162","S065",2101,"Hemorragia subdural traumatica",12,9,7,8,2,10,5,5,2,2,12,8,3,8,4,5,6
"32163","S065",3101,"Hemorragia subdural traumatica",4,5,5,2,5,1,10,2,8,2,2,2,4,4,7,13,7
"32164","S065",5101,"Hemorragia subdural traumatica",17,19,16,7,12,10,16,20,12,22,12,22,25,15,19,19,18
"32165","S065",5109,"Hemorragia subdural traumatica",11,8,8,11,12,13,12,16,10,15,8,15,7,9,16,19,19
"32166","S065",5501,"Hemorragia subdural traumatica",1,9,1,3,5,4,3,7,6,7,5,5,5,3,1,5,3
"32167","S065",6101,"Hemorragia subdural traumatica",3,5,9,12,6,9,10,6,10,14,23,24,11,17,16,16,13
"32168","S065",7101,"Hemorragia subdural traumatica",10,16,19,10,14,15,22,18,17,28,11,4,7,9,14,5,19
"32169","S065",7201,"Hemorragia subdural traumatica",5,3,6,2,1,7,5,5,9,6,4,3,6,4,4,3,8
"32170","S065",7301,"Hemorragia subdural traumatica",9,4,5,11,9,10,8,8,10,5,4,9,6,9,5,14,6
"32171","S065",7401,"Hemorragia subdural traumatica",4,7,7,2,7,6,8,6,9,6,6,1,5,4,7,9,6
"32172","S065",8101,"Hemorragia subdural traumatica",13,8,15,6,9,4,5,2,3,4,6,4,7,2,4,10,7
"32173","S065",8110,"Hemorragia subdural traumatica",15,6,11,10,4,3,3,1,4,1,1,3,2,2,2,3,5
"32174","S065",8301,"Hemorragia subdural traumatica",5,1,11,6,4,7,13,17,20,8,8,8,8,7,12,16,14
"32175","S065",8401,"Hemorragia subdural traumatica",1,2,2,4,2,6,6,8,9,13,15,11,6,10,7,15,14
"32176","S065",9101,"Hemorragia subdural traumatica",10,10,14,16,16,15,15,17,22,13,20,7,16,17,14,20,12
"32177","S065",9112,"Hemorragia subdural traumatica",1,1,2,6,4,4,2,5,7,1,5,1,5,5,3,3,3
"32178","S065",9201,"Hemorragia subdural traumatica",3,11,3,8,1,2,9,4,5,5,3,3,4,5,4,6,10
"32179","S066",13101,"Hemorragia subaracnoidea traumatica",4,4,5,4,5,4,10,3,5,13,20,15,24,27,37,42,38
"32180","S066",13113,"Hemorragia subaracnoidea traumatica",1,1,1,2,3,2,2,1,3,3,4,3,5,10,7,5,9
"32181","S066",13114,"Hemorragia subaracnoidea traumatica",4,4,5,6,9,9,4,2,3,16,14,20,23,39,44,36,43
"32182","S066",13119,"Hemorragia subaracnoidea traumatica",2,4,4,1,7,7,7,4,3,5,19,11,18,17,22,31,43
"32183","S066",13122,"Hemorragia subaracnoidea traumatica",2,5,8,2,8,8,2,5,9,5,6,7,11,10,13,18,22
"32184","S066",13124,"Hemorragia subaracnoidea traumatica",1,2,1,3,1,1,1,5,3,4,5,8,3,4,7,8,9
"32185","S066",13401,"Hemorragia subaracnoidea traumatica",1,1,2,1,5,2,2,3,2,3,4,6,9,13,13,15,8
"32186","S068",1101,"Otros traumatismos intracraneales",20,6,8,6,4,7,4,9,3,3,1,6,7,4,4,1,2
"32187","S068",12101,"Otros traumatismos intracraneales",16,4,5,4,9,10,14,27,15,7,11,16,14,19,10,9,18
"32188","S068",13101,"Otros traumatismos intracraneales",22,4,7,7,16,21,17,27,24,19,31,24,14,11,13,10,7
"32189","S068",13103,"Otros traumatismos intracraneales",3,5,10,5,4,13,8,11,6,9,7,2,2,1,1,2,1
"32190","S068",13104,"Otros traumatismos intracraneales",5,2,4,6,7,9,7,4,13,6,6,8,9,5,4,4,7
"32191","S068",13105,"Otros traumatismos intracraneales",40,22,24,16,20,13,14,22,6,11,14,9,11,2,2,1,4
"32192","S068",13109,"Otros traumatismos intracraneales",4,1,4,3,8,7,8,8,6,7,5,4,4,3,3,1,2
"32193","S068",13110,"Otros traumatismos intracraneales",14,17,11,16,18,20,28,22,28,29,19,24,15,10,16,7,7
"32194","S068",13112,"Otros traumatismos intracraneales",15,12,10,5,12,11,11,26,19,9,23,23,15,12,7,1,2
"32195","S068",13114,"Otros traumatismos intracraneales",6,3,3,3,12,7,10,6,13,24,10,16,20,13,23,14,23
"32196","S068",13116,"Otros traumatismos intracraneales",1,3,4,6,10,10,4,12,10,10,11,5,8,4,4,1,1
"32197","S068",13118,"Otros traumatismos intracraneales",3,3,2,3,1,4,5,4,1,5,4,6,2,3,4,4,2
"32198","S068",13119,"Otros traumatismos intracraneales",6,3,4,8,11,14,19,29,21,24,26,23,9,9,7,10,13
"32199","S068",13121,"Otros traumatismos intracraneales",1,4,3,2,5,6,4,12,13,11,8,6,7,3,2,1,3
"32200","S068",13122,"Otros traumatismos intracraneales",4,3,2,6,14,11,10,19,18,12,8,15,11,3,10,8,10
"32201","S068",13123,"Otros traumatismos intracraneales",1,5,2,4,4,8,4,3,5,1,9,6,3,11,10,2,7
"32202","S068",13124,"Otros traumatismos intracraneales",6,1,5,5,13,7,4,15,7,8,6,18,15,1,1,3,6
"32203","S068",13126,"Otros traumatismos intracraneales",3,3,2,7,5,4,6,9,12,6,7,8,2,1,2,4,3
"32204","S068",13127,"Otros traumatismos intracraneales",6,2,5,4,4,6,7,10,12,10,10,10,5,3,2,5,9
"32205","S068",13132,"Otros traumatismos intracraneales",1,1,2,1,9,2,1,4,2,4,6,4,5,4,12,7,5
"32206","S068",13201,"Otros traumatismos intracraneales",14,14,18,24,25,26,34,47,40,37,31,43,31,30,19,10,14
"32207","S068",13401,"Otros traumatismos intracraneales",39,22,22,18,28,16,8,22,26,21,14,21,14,4,5,2,5
"32208","S068",2101,"Otros traumatismos intracraneales",4,16,17,5,7,6,3,6,8,27,40,58,48,40,23,36,18
"32209","S068",3101,"Otros traumatismos intracraneales",2,1,6,7,16,11,20,8,7,5,5,3,2,4,7,2,5
"32210","S068",5101,"Otros traumatismos intracraneales",7,3,5,4,8,5,2,6,9,7,7,5,9,7,8,6,8
"32211","S068",5109,"Otros traumatismos intracraneales",8,2,7,3,27,9,3,3,8,8,6,4,10,10,3,22,19
"32212","S068",6101,"Otros traumatismos intracraneales",4,6,8,7,9,7,8,12,10,17,18,8,8,7,13,13,5
"32213","S068",7101,"Otros traumatismos intracraneales",1,3,6,8,2,5,14,7,16,17,5,6,1,5,2,1,11
"32214","S068",7201,"Otros traumatismos intracraneales",4,6,14,7,2,8,4,8,5,3,6,4,5,1,3,3,6
"32215","S068",7301,"Otros traumatismos intracraneales",8,7,15,25,29,32,7,6,3,8,4,5,1,4,3,1,1
"32216","S068",8110,"Otros traumatismos intracraneales",10,7,9,5,2,8,30,15,14,10,9,11,15,18,15,14,12
"32217","S068",99999,"Otros traumatismos intracraneales",7,2,2,2,4,4,9,1,4,8,6,1,1,3,4,1,9
"32218","S069",10101,"Traumatismo intracraneal, no especificado",201,254,231,239,205,223,190,159,174,199,182,158,107,93,100,86,64
"32219","S069",10102,"Traumatismo intracraneal, no especificado",44,38,36,45,37,49,64,33,60,45,38,30,20,9,19,20,12
"32220","S069",10104,"Traumatismo intracraneal, no especificado",19,18,18,17,12,15,21,26,19,16,6,7,15,14,21,14,4
"32221","S069",10105,"Traumatismo intracraneal, no especificado",26,19,30,25,21,20,15,9,16,6,8,4,10,1,4,6,9
"32222","S069",10106,"Traumatismo intracraneal, no especificado",8,10,10,9,9,6,6,5,6,6,6,8,10,3,4,4,2
"32223","S069",10107,"Traumatismo intracraneal, no especificado",33,39,21,18,25,30,23,16,11,10,6,23,11,11,5,5,4
"32224","S069",10108,"Traumatismo intracraneal, no especificado",15,13,11,7,10,10,6,17,17,12,9,11,18,11,13,8,10
"32225","S069",10109,"Traumatismo intracraneal, no especificado",45,52,26,34,39,45,35,32,44,27,26,21,13,18,10,12,10
"32226","S069",10201,"Traumatismo intracraneal, no especificado",56,63,57,58,44,60,68,34,33,32,27,28,34,23,12,15,13
"32227","S069",10202,"Traumatismo intracraneal, no especificado",38,61,53,42,37,48,70,61,40,36,41,38,30,19,22,15,14
"32228","S069",10203,"Traumatismo intracraneal, no especificado",8,9,12,11,12,13,27,12,7,5,7,4,5,7,3,1,3
"32229","S069",10208,"Traumatismo intracraneal, no especificado",5,31,42,34,67,94,36,31,50,39,28,29,34,26,15,11,6
"32230","S069",10301,"Traumatismo intracraneal, no especificado",225,196,146,170,142,131,93,102,114,86,65,50,38,54,56,29,45
"32231","S069",10302,"Traumatismo intracraneal, no especificado",17,27,23,6,12,21,22,17,12,13,9,9,4,9,7,1,6
"32232","S069",10303,"Traumatismo intracraneal, no especificado",27,23,28,21,14,22,13,5,20,21,19,15,12,10,9,4,10
"32233","S069",10304,"Traumatismo intracraneal, no especificado",7,4,10,1,7,6,3,4,10,1,8,3,4,2,2,1,1
"32234","S069",10305,"Traumatismo intracraneal, no especificado",16,19,24,20,25,18,17,9,8,8,11,7,8,2,4,3,3
"32235","S069",1101,"Traumatismo intracraneal, no especificado",33,28,58,30,43,58,24,36,27,24,18,28,22,43,40,38,40
"32236","S069",11101,"Traumatismo intracraneal, no especificado",87,89,115,108,80,67,83,65,41,41,41,53,41,29,19,31,29
"32237","S069",11201,"Traumatismo intracraneal, no especificado",34,36,42,30,26,34,52,31,21,15,27,14,15,12,10,13,8
"32238","S069",11401,"Traumatismo intracraneal, no especificado",5,9,8,10,10,9,14,9,5,1,6,1,6,3,4,3,3
"32239","S069",12101,"Traumatismo intracraneal, no especificado",211,236,199,216,176,162,163,102,125,125,89,129,105,112,120,97,88
"32240","S069",12401,"Traumatismo intracraneal, no especificado",28,6,23,21,16,17,16,26,12,12,25,26,16,16,29,38,20
"32241","S069",13101,"Traumatismo intracraneal, no especificado",280,274,251,292,259,232,235,238,248,222,148,128,113,84,223,105,71
"32242","S069",13102,"Traumatismo intracraneal, no especificado",33,51,62,60,46,44,40,38,47,43,17,25,19,11,14,7,12
"32243","S069",13103,"Traumatismo intracraneal, no especificado",104,150,156,96,96,76,67,50,77,61,65,48,29,24,23,22,30
"32244","S069",13104,"Traumatismo intracraneal, no especificado",104,128,115,113,79,75,87,96,104,73,62,50,49,52,44,31,24
"32245","S069",13105,"Traumatismo intracraneal, no especificado",88,108,110,79,84,115,92,117,103,107,75,122,50,49,43,41,68
"32246","S069",13106,"Traumatismo intracraneal, no especificado",81,82,97,97,98,84,86,70,88,98,49,36,25,32,14,25,35
"32247","S069",13107,"Traumatismo intracraneal, no especificado",42,64,63,59,47,55,55,64,62,56,37,37,44,35,37,22,23
"32248","S069",13108,"Traumatismo intracraneal, no especificado",42,57,48,51,47,41,40,76,51,45,29,26,34,37,26,27,22
"32249","S069",13109,"Traumatismo intracraneal, no especificado",48,48,53,50,37,33,39,42,44,37,21,27,35,21,9,21,28
"32250","S069",13110,"Traumatismo intracraneal, no especificado",150,188,195,168,131,149,107,123,117,137,116,111,118,102,92,92,114
"32251","S069",13111,"Traumatismo intracraneal, no especificado",50,51,78,70,59,61,55,63,58,44,40,55,35,39,21,25,30
"32252","S069",13112,"Traumatismo intracraneal, no especificado",98,93,87,100,100,93,58,125,87,100,74,76,67,46,44,54,50
"32253","S069",13113,"Traumatismo intracraneal, no especificado",68,81,65,50,67,74,73,66,63,62,48,48,32,25,28,39,22
